-1
           TEMP!            LAT!            LON!           JDAY!            H2O!          PRESS!             O3!             NO!            NO2!             CO!            NOx!          O3COL!           JO1D!           JNO2!           HCHO!            XOH!           XHO2!           C2H6!           C3H8!         IC4H10!         NC4H10!           C2H2!           C3H6!           C2H4!            CH4!
     2.5057e+02!     5.5300e+01!    -7.7730e+01!     6.0944e+01!     7.3110e-04!     9.5300e+02!     2.8445e-08!     0.0000e+00!     1.7600e-11!     1.7534e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     1.4155e-04!     5.1872e-11!     5.0289e-01!     3.2859e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5021e+02!     5.5300e+01!    -7.7730e+01!     6.0951e+01!     7.1032e-04!     9.5300e+02!     2.8440e-08!     0.0000e+00!     1.6500e-11!     1.7639e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     4.7148e-05!     9.0826e-11!     4.8104e-01!     3.2778e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4981e+02!     5.5300e+01!    -7.7730e+01!     6.0958e+01!     6.8972e-04!     9.5300e+02!     2.8175e-08!     0.0000e+00!     1.7800e-11!     1.7590e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     1.1313e-05!     9.0826e-11!     1.2709e-01!     2.8614e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4963e+02!     5.5300e+01!    -7.7730e+01!     6.0965e+01!     6.8527e-04!     9.5300e+02!     2.7780e-08!     0.0000e+00!     1.7800e-11!     1.7711e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     4.3843e-11!    -8.2888e-01!     4.7960e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4995e+02!     5.5300e+01!    -7.7730e+01!     6.1014e+01!     6.5632e-04!     9.5300e+02!     2.8987e-08!     0.0000e+00!     2.3300e-11!     1.7319e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.0740e-10!     5.3700e-01!     2.1982e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5049e+02!     5.5300e+01!    -7.7730e+01!     6.1021e+01!     7.0094e-04!     9.5300e+02!     3.0467e-08!     0.0000e+00!     2.3300e-11!     1.7339e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.5385e-10!     2.4003e-01!     2.3921e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5248e+02!     5.5300e+01!    -7.7730e+01!     6.1028e+01!     7.6798e-04!     9.5300e+02!     3.1090e-08!     0.0000e+00!     1.1400e-11!     1.7252e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.5385e-10!     5.9933e-01!     1.7706e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5405e+02!     5.5300e+01!    -7.7730e+01!     6.1035e+01!     7.7425e-04!     9.5300e+02!     3.1055e-08!     0.0000e+00!     7.4000e-12!     1.7052e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.7871e-10!    -2.4413e-01!     1.8404e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5414e+02!     5.5300e+01!    -7.7730e+01!     6.1042e+01!     7.4451e-04!     9.5300e+02!     3.1040e-08!     0.0000e+00!     7.4000e-12!     1.6864e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     8.6230e-11!     1.1584e+00!     2.0296e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5425e+02!     5.5300e+01!    -7.7730e+01!     6.1090e+01!     7.4466e-04!     9.5300e+02!     3.1499e-08!     0.0000e+00!     5.3000e-12!     1.8681e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     5.2116e-10!    -5.8928e-01!     1.6063e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5424e+02!     5.5300e+01!    -7.7730e+01!     6.1097e+01!     7.4594e-04!     9.5300e+02!     3.1435e-08!     0.0000e+00!     7.8000e-12!     1.7235e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     5.2116e-10!    -1.2524e-01!     1.1660e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5421e+02!     5.5300e+01!    -7.7730e+01!     6.1104e+01!     7.4590e-04!     9.5300e+02!     3.1355e-08!     4.0000e-13!     6.3000e-12!     1.7477e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.3793e-10!    -1.5178e-01!     1.1964e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5409e+02!     5.5300e+01!    -7.7730e+01!     6.1118e+01!     7.4661e-04!     9.5300e+02!     3.1311e-08!     2.9000e-12!     3.4000e-12!     1.8578e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.2307e-10!     1.1266e-01!     1.0353e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5413e+02!     5.5300e+01!    -7.7730e+01!     6.1146e+01!     7.5640e-04!     9.5300e+02!     3.1300e-08!     1.4000e-12!     8.4000e-12!     1.7861e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.0055e-10!     7.2922e-01!     9.8820e-02!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5427e+02!     5.5300e+01!    -7.7730e+01!     6.1153e+01!     7.6131e-04!     9.5300e+02!     3.1390e-08!     2.5000e-12!     7.0000e-13!     1.6872e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.1019e-10!     8.5292e-01!     1.2958e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5436e+02!     5.5300e+01!    -7.7730e+01!     6.1160e+01!     7.6193e-04!     9.5300e+02!     3.1395e-08!     1.7000e-12!     7.8000e-12!     1.6705e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.1019e-10!     6.8626e-01!     1.3512e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5443e+02!     5.5300e+01!    -7.7730e+01!     6.1174e+01!     7.6486e-04!     9.5300e+02!     3.1439e-08!     0.0000e+00!     8.6000e-12!     2.1553e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.8971e-10!    -1.8880e-02!     9.9980e-02!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5536e+02!     5.5300e+01!    -7.7730e+01!     6.1264e+01!     8.6561e-04!     9.5300e+02!     3.2225e-08!     5.8000e-12!     4.0500e-11!     1.7722e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     6.3758e-11!    -2.6686e-01!     8.8902e-02!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5549e+02!     5.5300e+01!    -7.7730e+01!     6.1271e+01!     8.7659e-04!     9.5300e+02!     3.2316e-08!     2.7000e-12!     5.3200e-11!     1.8356e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.1059e-10!    -6.6400e-03!     1.3118e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5548e+02!     5.5300e+01!    -7.7730e+01!     6.1278e+01!     8.9361e-04!     9.5300e+02!     3.2241e-08!     3.1000e-12!     3.3200e-11!     1.7995e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.1059e-10!     3.8189e-01!     1.0206e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5554e+02!     5.5300e+01!    -7.7730e+01!     6.1285e+01!     9.1570e-04!     9.5300e+02!     3.2691e-08!     1.5000e-12!     3.0600e-11!     1.7715e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     6.9256e-11!    -1.1155e+00!     1.8491e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5561e+02!     5.5300e+01!    -7.7730e+01!     6.1292e+01!     9.4826e-04!     9.5300e+02!     3.2655e-08!     1.3000e-12!     2.5500e-11!     1.7738e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!    -1.5306e-11!     3.6563e-01!     1.5565e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5552e+02!     5.5300e+01!    -7.7730e+01!     6.1299e+01!     9.7006e-04!     9.5300e+02!     3.2675e-08!     1.4000e-12!     2.2900e-11!     1.7763e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!    -1.5306e-11!    -9.0664e-01!     1.7893e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5542e+02!     5.5300e+01!    -7.7730e+01!     6.1306e+01!     9.7251e-04!     9.5300e+02!     3.2719e-08!     1.8000e-12!     2.4600e-11!     1.7942e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.8235e-11!     1.2543e-01!     2.1430e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5531e+02!     5.5300e+01!    -7.7730e+01!     6.1312e+01!     9.8037e-04!     9.5300e+02!     3.2660e-08!     3.6000e-12!     1.7200e-11!     2.4487e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.0419e-10!    -3.1852e-01!     2.3429e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5523e+02!     5.5300e+01!    -7.7730e+01!     6.1319e+01!     1.0044e-03!     9.5300e+02!     3.2460e-08!     5.0000e-13!     1.6600e-11!     2.0197e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.0419e-10!    -7.9988e-01!     1.6809e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5507e+02!     5.5300e+01!    -7.7730e+01!     6.1326e+01!     9.8660e-04!     9.5300e+02!     3.2445e-08!     0.0000e+00!     2.4800e-11!     1.7714e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.1954e-10!     8.1660e-02!     1.7953e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5491e+02!     5.5300e+01!    -7.7730e+01!     6.1333e+01!     9.6977e-04!     9.5300e+02!     3.2335e-08!     0.0000e+00!     2.4800e-11!     1.7998e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.9464e-10!    -7.8800e-03!     1.4995e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5467e+02!     5.5300e+01!    -7.7730e+01!     6.1347e+01!     9.7751e-04!     9.5300e+02!     3.2459e-08!     0.0000e+00!     2.0000e-11!     1.9230e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.0951e-10!     7.9360e-01!     1.6528e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5477e+02!     5.5300e+01!    -7.7730e+01!     6.1354e+01!     9.9268e-04!     9.5300e+02!     3.2565e-08!     0.0000e+00!     2.0000e-11!     1.8777e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.6083e-10!    -2.7565e-01!     1.7346e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5488e+02!     5.5300e+01!    -7.7730e+01!     6.1361e+01!     9.8978e-04!     9.5300e+02!     3.2764e-08!     7.0000e-13!     2.4500e-11!     1.7748e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.5882e-10!    -1.2205e+00!     1.9955e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5486e+02!     5.5300e+01!    -7.7730e+01!     6.1368e+01!     9.9038e-04!     9.5300e+02!     3.2891e-08!     1.6000e-12!     1.9400e-11!     1.7705e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     1.5882e-10!    -1.8533e-01!     1.8214e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5487e+02!     5.5300e+01!    -7.7730e+01!     6.1375e+01!     9.9750e-04!     9.5300e+02!     3.2929e-08!     8.0000e-13!     1.8300e-11!     1.7518e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.1776e-10!     7.1906e-01!     1.7202e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5498e+02!     5.5300e+01!    -7.7730e+01!     6.1382e+01!     1.0036e-03!     9.5300e+02!     3.2920e-08!     1.7000e-12!     2.1300e-11!     2.3988e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.1281e-10!    -5.2083e-01!     1.6046e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5509e+02!     5.5300e+01!    -7.7730e+01!     6.1389e+01!     1.0070e-03!     9.5300e+02!     3.2875e-08!     2.5000e-12!     2.2300e-11!     2.1338e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.1281e-10!    -2.9759e-01!     1.4307e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5519e+02!     5.5300e+01!    -7.7730e+01!     6.1396e+01!     1.0144e-03!     9.5300e+02!     3.2930e-08!     9.0000e-13!     1.6000e-11!     2.2115e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     2.3258e-10!    -2.5758e-01!     1.5134e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5530e+02!     5.5300e+01!    -7.7730e+01!     6.1403e+01!     1.0295e-03!     9.5300e+02!     3.3020e-08!     5.0000e-13!     2.9600e-11!     1.8911e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.1756e-10!     3.9826e-01!     1.6292e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5540e+02!     5.5300e+01!    -7.7730e+01!     6.1410e+01!     1.0426e-03!     9.5300e+02!     3.3015e-08!     0.0000e+00!     2.6200e-11!     1.8680e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.3724e-10!     9.9176e-01!     1.7389e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5552e+02!     5.5300e+01!    -7.7730e+01!     6.1417e+01!     1.0595e-03!     9.5300e+02!     3.3195e-08!     0.0000e+00!     3.2100e-11!     1.8379e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     4.2442e-10!     6.6740e-01!     1.8651e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5558e+02!     5.5300e+01!    -7.7730e+01!     6.1424e+01!     1.0753e-03!     9.5300e+02!     3.3266e-08!     8.0000e-13!     2.6300e-11!     1.7762e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     4.2825e-10!     3.7603e-02!     1.7468e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5565e+02!     5.5300e+01!    -7.7730e+01!     6.1431e+01!     1.0766e-03!     9.5300e+02!     3.3485e-08!     0.0000e+00!     3.5700e-11!     1.7695e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.7009e-10!    -4.2535e-02!     1.6472e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5569e+02!     5.5300e+01!    -7.7730e+01!     6.1437e+01!     1.0735e-03!     9.5300e+02!     3.3310e-08!     0.0000e+00!     2.3400e-11!     1.8167e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.7009e-10!     3.4759e-01!     1.6203e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5577e+02!     5.5300e+01!    -7.7730e+01!     6.1444e+01!     1.0875e-03!     9.5300e+02!     3.3300e-08!     1.0000e-13!     2.9200e-11!     1.9257e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     3.5151e-10!     3.9975e-01!     1.7390e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5595e+02!     5.5300e+01!    -7.7730e+01!     6.1451e+01!     1.0919e-03!     9.5300e+02!     3.3390e-08!     2.2000e-12!     3.0700e-11!     1.9304e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     4.0441e-10!     2.3555e-01!     1.9398e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5603e+02!     5.5300e+01!    -7.7730e+01!     6.1458e+01!     1.0964e-03!     9.5300e+02!     3.3535e-08!     2.8000e-12!     2.4000e-11!     1.9103e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     4.0441e-10!     5.0060e-01!     1.9335e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5597e+02!     5.5300e+01!    -7.7730e+01!     6.1465e+01!     1.1115e-03!     9.5300e+02!     3.3570e-08!     1.3000e-12!     2.8400e-11!     1.7341e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     4.3166e-10!     5.0582e-01!     2.2248e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5584e+02!     5.5300e+01!    -7.7730e+01!     6.1472e+01!     1.1150e-03!     9.5300e+02!     3.3501e-08!     3.6000e-12!     2.7400e-11!     1.8019e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     4.1503e-10!    -1.7908e-01!     2.4638e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5579e+02!     5.5300e+01!    -7.7730e+01!     6.1479e+01!     1.1163e-03!     9.5300e+02!     3.3270e-08!     3.2000e-12!     2.7300e-11!     1.7866e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     0.0000e+00!     4.1503e-10!     7.8950e-02!     2.4769e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5582e+02!     5.5300e+01!    -7.7730e+01!     6.1486e+01!     1.1280e-03!     9.5300e+02!     3.3274e-08!     0.0000e+00!     3.7500e-11!     1.7605e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     1.3755e-05!     4.4552e-10!     1.2118e+00!     2.6629e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5579e+02!     5.5300e+01!    -7.7730e+01!     6.1493e+01!     1.1298e-03!     9.5300e+02!     3.3431e-08!     0.0000e+00!     3.4300e-11!     1.7732e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     4.9961e-05!     4.8247e-10!    -9.9990e+03!     2.7122e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5578e+02!     5.5300e+01!    -7.7730e+01!     6.1500e+01!     1.1157e-03!     9.5300e+02!     3.3425e-08!     0.0000e+00!     3.5700e-11!     1.7584e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     1.4671e-04!     4.3196e-10!    -1.2992e-01!     3.0292e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5590e+02!     5.5300e+01!    -7.7730e+01!     6.1507e+01!     1.1323e-03!     9.5300e+02!     3.3455e-08!     3.0000e-12!     3.4300e-11!     1.7676e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     3.2233e-04!     4.2056e-10!     5.1290e-02!     3.6659e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5605e+02!     5.5300e+01!    -7.7730e+01!     6.1514e+01!     1.1645e-03!     9.5300e+02!     3.3596e-08!     2.4000e-12!     3.9700e-11!     1.7592e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     5.7945e-04!     2.4209e-10!     7.1000e-03!     3.3983e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5608e+02!     5.5300e+01!    -7.7730e+01!     6.1521e+01!     1.1808e-03!     9.5300e+02!     3.3681e-08!     8.5000e-12!     3.3400e-11!     1.7538e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     8.9926e-04!     3.0854e-10!     1.4267e+00!     4.3565e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5607e+02!     5.5300e+01!    -7.7730e+01!     6.1528e+01!     1.1839e-03!     9.5300e+02!     3.3594e-08!     6.0000e-12!     3.2900e-11!     1.7408e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     1.2707e-03!     3.0854e-10!     6.5981e-01!     4.8138e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5609e+02!     5.5300e+01!    -7.7730e+01!     6.1535e+01!     1.1912e-03!     9.5300e+02!     3.3610e-08!     6.6000e-12!     3.6800e-11!     1.7566e-07!     1.0000e+00!     4.7300e+02!     0.0000e+00!     1.7121e-03!     5.2616e-10!     8.7013e-01!     6.2205e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5616e+02!     5.5300e+01!    -7.7730e+01!     6.1542e+01!     1.1924e-03!     9.5300e+02!     3.3675e-08!     4.3000e-12!     3.6400e-11!     1.7466e-07!     1.0000e+00!     4.7300e+02!     3.7755e-07!     2.2592e-03!     4.8463e-10!     7.9590e-01!     6.7706e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5598e+02!     5.5300e+01!    -7.7730e+01!     6.1549e+01!     1.1765e-03!     9.5300e+02!     3.3624e-08!     1.0500e-11!     2.7700e-11!     1.7382e-07!     1.0000e+00!     4.7300e+02!     5.1152e-07!     2.8410e-03!     4.8463e-10!    -1.4844e-01!     7.4200e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5582e+02!     5.5300e+01!    -7.7730e+01!     6.1556e+01!     1.1757e-03!     9.5300e+02!     3.3515e-08!     1.2600e-11!     3.2900e-11!     1.7200e-07!     1.0000e+00!     4.7300e+02!     6.8479e-07!     3.4727e-03!     6.3738e-10!     2.3316e-01!     8.0590e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
     2.5632e+02!     5.5300e+01!    -7.7730e+01!     6.1562e+01!     1.2117e-03!     9.5300e+02!     3.3270e-08!     1.5100e-11!     3.2000e-11!     1.7158e-07!     1.0000e+00!     4.7300e+02!     8.2829e-07!     3.9914e-03!     5.0766e-10!     1.1058e+00!     9.3580e-01!     2.8605e-09!     1.6573e-09!     2.6639e-10!     3.9918e-10!     8.6443e-10!     1.0112e-10!     2.2477e-10!     1.9200e-06!
